Product ID;Imagen;Nombre;Referencia;Categoría;Precio (imp. excl.);Precio (imp. incl.);Cantidad;Estado;Posición;viveres;proteinas;enlatados;Cereales;Granos;Lacteos;Salsas;Bebidas
223;https://inversionesrpz.com/236/pepsi-2l.jpg;Refresco Pepsi 2L;;Inicio;0.000000;0;5000;0;;AB0004;;;;;;;
222;https://inversionesrpz.com/235/coca-cola-2l.jpg;Refresco Coca Cola 2L;;Inicio;0.000000;0;5000;0;;AB0005;;;;;;;
221;https://inversionesrpz.com/234/gatorade-500ml.jpg;Gatorade 500ml;;Inicio;0.000000;0;5000;0;;AB0006;;;;;;;
220;https://inversionesrpz.com/233/coca-cola-1l.jpg;Refresco Coca Cola 1L;;Inicio;0.000000;0;5000;0;;AB0007;;;;;;;
218;https://inversionesrpz.com/231/coca-cola-15l.jpg;Refresco Coca Cola 1.5L;;Inicio;0.000000;0;5000;0;;AB0008;;;;;;;
217;https://inversionesrpz.com/229/margarina-la-excelencia-15kg.jpg;Margarina La Excelencia 15kg;;Inicio;0.000000;0;5000;0;;AV0067;;;;;;;
215;https://inversionesrpz.com/227/margarina-chef-sin-sal-.jpg;Margarina Chef Sin Sal;;Inicio;0.000000;0;5000;0;;AV0009;;;;;;;
214;https://inversionesrpz.com/226/margarina-deline-250gr.jpg;Margarina Deline 250gr;;Inicio;10.490.000;12.17;5000;0;;AV0010;;;;;;;
213;https://inversionesrpz.com/225/margarina-deline-500gr.jpg;Margarina Deline 500gr;;Inicio;19.980.000;23.18;5000;0;;AV0011;;;;;;;
212;https://inversionesrpz.com/224/mayonesa-fergos-445gr.jpg;Mayonesa Fergos 445gr;;Inicio;27.970.000;32.45;5000;0;;AS0004;;;;;;;
211;https://inversionesrpz.com/223/mayonesa-fergos-175gr.jpg;Mayonesa Fergos 175gr.;;Inicio;13.980.000;16.22;5000;0;;AS0005;;;;;;;
210;https://inversionesrpz.com/222/mayonesa-kraft-445gr.jpg;Mayonesa Kraft 445gr;;Inicio;35.960.000;41.71;5000;0;;AS0006;;;;;;;
209;https://inversionesrpz.com/221/mayonesa-mavesa-36kg.jpg;Mayonesa Mavesa 3.6kg;;Inicio;0.000000;0;5000;0;;AS0007;;;;;;;
207;https://inversionesrpz.com/220/maizina-americana-800gr.jpg;Maizina Americana 800gr;;Inicio;47.950.000;55.62;5000;0;;AC0004;;;;;;;
206;https://inversionesrpz.com/219/maizina-americana-200gr.jpg;Maizina Americana 200gr;;Inicio;13.980.000;16.22;5000;0;;AC0005;;;;;;;
205;https://inversionesrpz.com/218/maizina-americana-90gr.jpg;Maizina Americana 90gr;;Inicio;6.990.000;8.11;5000;0;;AC0006;;;;;;;
204;https://inversionesrpz.com/217/leche-liquida-completa-la-pastorena-1l.jpg;Leche Liquida Completa La Pastoreña 1L;;Inicio;17.480.000;20.28;5000;0;;AL0005;;;;;;;
203;https://inversionesrpz.com/216/leche-liquida-descremada-la-pastorena-1l.jpg;Leche Liquida Descremada La Pastoreña 1L;;Inicio;16.980.000;19.7;5000;0;;AL0006;;;;;;;
202;https://inversionesrpz.com/215/leche-liquida-completa-purisima-1l.jpg;Leche Liquida Completa Purísima 1L;;Inicio;19.980.000;23.18;5000;0;;AL0007;;;;;;;
201;https://inversionesrpz.com/214/leche-liquida-descremada-purisima-1l.jpg;Leche Liquida Descremada Purísima 1L;;Inicio;18.980.000;22.02;5000;0;;AL0008;;;;;;;
199;https://inversionesrpz.com/213/leche-en-polvo-completa-400gr.jpg;Leche En Polvo Completa 400gr;;Inicio;0.000000;0;5000;0;;AL0009;;;;;;;
197;https://inversionesrpz.com/212/leche-en-polvo-completa-do-bon-200gr.jpg;Leche En Polvo Completa Do Bon 200gr;;Inicio;14.980.000;17.38;5000;0;;AL0010;;;;;;;
196;https://inversionesrpz.com/211/leche-en-polvo-completa-do-bon-120gr.jpg;Leche En Polvo Completa Do Bon 120gr;;Inicio;10.990.000;12.75;5000;0;;AL0011;;;;;;;
195;https://inversionesrpz.com/210/leche-en-polvo-semidescremada-la-campina-900gr.jpg;Leche En Polvo Semidescremada La Campiña 900gr;;Inicio;87.900.000;101.96;5000;0;;AL0012;;;;;;;
194;https://inversionesrpz.com/209/leche-en-polvo-la-campina-900gr.jpg;Leche En Polvo La Campiña 900gr;;Inicio;87.900.000;101.96;5000;0;;AL0013;;;;;;;
192;https://inversionesrpz.com/207/leche-en-polvo-completa-la-campestre-500gr.jpg;Leche En Polvo Completa La Campestre 500gr;;Inicio;53.940.000;62.57;5000;0;;AL0014;;;;;;;
190;https://inversionesrpz.com/206/leche-en-polvo-completa-la-campestre900gr.jpg;Leche En Polvo Completa La Campestre900gr;;Inicio;89.900.000;104.28;5000;0;;AL0015;;;;;;;
188;https://inversionesrpz.com/204/lentejas-pantera-900gr.jpg;Lentejas Pantera 900gr;;Inicio;29.970.000;34.77;5000;0;;AG0003;;;;;;;
187;https://inversionesrpz.com/203/lentejas-pantera-500gr.jpg;Lentejas Pantera 500gr;;Inicio;0.000000;0;5000;0;;AG0004;;;;;;;
186;https://inversionesrpz.com/202/lentejas-venela-500gr.jpg;Lentejas Venela  500gr;;Inicio;12.490.000;14.49;5000;0;;AG0005;;;;;;;
185;https://inversionesrpz.com/201/diablitos-under-wood-115gr.jpg;Diablitos Under Wood 115gr;;Inicio;25.470.000;29.55;5000;0;;AE0003;;;;;;;
184;https://inversionesrpz.com/200/diablitos-underwood-54gr.jpg;Diablitos Under Wood 54gr;;Inicio;15.480.000;17.96;5000;0;;AE0004;;;;;;;
182;https://inversionesrpz.com//bulto-de-arroz-mary.jpg;Bulto de Arroz Mary;;Inicio;0.000000;0;5000;0;;AV0012;;;;;;;
181;https://inversionesrpz.com/199/pasta-vermicelli-mary-1kg.jpg;Pasta Vermicelli Mary 1Kg;;Pasta;14.480.000;16.8;5000;0;;AV0013;;;;;;;
180;https://inversionesrpz.com/198/pasta-vermicelli-horizonte-1kg.jpg;Pasta Vermicelli Horizonte 1Kg;;Inicio;15.980.000;18.54;5000;0;;AV0014;;;;;;;
179;https://inversionesrpz.com/197/pasta-vermicelli-allegri-1kg.jpg;Pasta Vermicelli Allegri 1Kg;;Inicio;0.000000;0;5000;0;;AV0015;;;;;;;
177;https://inversionesrpz.com/196/pasta-mary-plumitas-1kg.jpg;Pasta Mary Plumitas 1Kg;;Inicio;0.000000;0;5000;0;;AV0016;;;;;;;
176;https://inversionesrpz.com/195/pasta-allegri-codos-1kg.jpg;Pasta Allegri Codos 1Kg;;Inicio;0.000000;0;5000;0;;AV0017;;;;;;;
175;https://inversionesrpz.com/194/crema-de-arroz-polly-450gr.jpg;Crema de Arroz Polly 450gr;;Inicio;15.980.000;18.54;5000;0;;AC0007;;;;;;;
174;https://inversionesrpz.com/193/crema-de-arroz-mary-450gr.jpg;Crema de Arroz Mary 450gr;;Inicio;7.490.000;8.69;5000;0;;AC0008;;;;;;;
173;https://inversionesrpz.com/192/crema-de-arroz-agua-blanca-450gr.jpg;Crema de Arroz Agua Blanca 450gr;;Inicio;7.990.000;9.27;5000;0;;AC0009;;;;;;;
172;https://inversionesrpz.com/191/nestle-cerelac-sachet-900gr.jpg;Nestle Cerelac Sachet 900gr;;Inicio;94.890.000;110.07;5000;0;;AC0010;;;;;;;
171;https://inversionesrpz.com/190/nestle-cerelac-sachet-400gr.jpg;Nestle Cerelac Sachet 400gr;;Inicio;46.950.000;54.46;5000;0;;AC0011;;;;;;;
169;https://inversionesrpz.com/189/cerelac-100gr.jpg;Nestle Cerelac 100gr.;;Inicio;0.000000;0;5000;0;;AC0012;;;;;;;
168;https://inversionesrpz.com/188/cafe-fama-de-america-500gr.jpg;Café Fama de América 500gr;;Inicio;54.440.000;63.15;5000;0;;AV0018;;;;;;;
167;https://inversionesrpz.com/187/cafe-fama-de-america-250gr.jpg;Café Fama de América 250gr;;Inicio;26.970.000;31.29;5000;0;;AV0019;;;;;;;
166;https://inversionesrpz.com/186/cafe-fama-de-america-200gr.jpg;Café Fama de América 200gr;;Inicio;20.980.000;24.34;5000;0;;AV0020;;;;;;;
165;https://inversionesrpz.com/185/cafe-fama-de-america-100gr.jpg;Café Fama de América 100gr;;Inicio;9.990.000;11.59;5000;0;;AV0021;;;;;;;
164;https://inversionesrpz.com/184/cafe-madrid-500gr.jpg;Café Madrid 500gr;;Inicio;54.940.000;63.73;5000;0;;AV0022;;;;;;;
163;https://inversionesrpz.com/183/cafe-madrid-250gr.jpg;Café Madrid 250gr;;Inicio;28.970.000;33.61;5000;0;;AV0023;;;;;;;
161;https://inversionesrpz.com/181/cafe-madrid-100gr.jpg;Café Madrid 100gr;;Inicio;11.990.000;13.91;5000;0;;AV0024;;;;;;;
160;https://inversionesrpz.com/180/cafe-flor-de-arauca-250gr.jpg;Café Flor de Arauca 250gr;;Inicio;0.000000;0;5000;0;;AV0025;;;;;;;
159;https://inversionesrpz.com/179/cafe-arauca-200gr.jpg;Café Arauca 200gr;;Inicio;0.000000;0;5000;0;;AV0026;;;;;;;
158;https://inversionesrpz.com/178/cafe-arauca-100gr.jpg;Café Arauca 100gr.;;Inicio;20.980.000;24.34;5000;0;;AV0027;;;;;;;
156;https://inversionesrpz.com/177/cafe-amanecer-500gr.jpg;Café Amanecer 500gr;;Inicio;60.930.000;70.68;5000;0;;AV0028;;;;;;;
155;https://inversionesrpz.com/176/cafe-amanecer-200gr.jpg;Café Amanecer 200gr;;Inicio;24.470.000;28.39;5000;0;;AV0029;;;;;;;
153;https://inversionesrpz.com/174/cafe-amanecer-100gr.jpg;Café Amanecer 100gr;;Inicio;12.990.000;15.07;5000;0;;AV0030;;;;;;;
152;https://inversionesrpz.com/173/cafe-brasil-500gr.jpg;Café Brasil 500gr;;Inicio;59.930.000;69.52;5000;0;;AV0031;;;;;;;
150;https://inversionesrpz.com/171/cafe-brasil-200gr.jpg;Café Brasil 200gr;;Inicio;25.970.000;30.13;5000;0;;AV0032;;;;;;;
148;https://inversionesrpz.com/170/cafe-brasil-100gr.jpg;Café Brasil 100gr;;Inicio;0.000000;0;5000;0;;AV0033;;;;;;;
147;https://inversionesrpz.com/169/caraotas-pantera-negras-900gr.jpg;Caraotas Pantera Negras 900gr;;Inicio;23.970.000;27.81;5000;0;;AG0006;;;;;;;
146;https://inversionesrpz.com/168/caraotas-pantera-negras-454gr.jpg;Caraotas Pantera Negras 454gr;;Inicio;12.490.000;14.49;5000;0;;AG0007;;;;;;;
144;https://inversionesrpz.com/167/caraotas-rojas-venela-500gr.jpg;Caraotas Rojas Venela 500Gr.;;Inicio;20.980.000;24.34;5000;0;;AG0008;;;;;;;
143;https://inversionesrpz.com/166/caraotas-negras-venela-500gr.jpg;Caraotas Negras Venela 500Gr;;Inicio;0.000000;0;5000;0;;AG0009;;;;;;;
141;https://inversionesrpz.com/164/azucar-la-pastora-1kg.jpg;Azúcar La Pastora 1Kg;;Inicio;13.980.000;16.22;5000;0;;AV0034;;;;;;;
140;https://inversionesrpz.com/163/azucar-montalban-1kg.jpg;Azúcar Montalbán 1Kg;;Inicio;13.480.000;15.64;5000;0;;AV0035;;;;;;;
139;https://inversionesrpz.com/162/atun-the-king-of-the-seas-170gr.jpg;Atún The King Of The Seas 170gr;;Inicio;15.480.000;17.96;5000;0;;AE0005;;;;;;;
137;https://inversionesrpz.com/161/atun-margarita-en-aceite-140gr.jpg;Atún Margarita en Aceite 140gr;;Inicio;23.970.000;27.81;5000;0;;AE0006;;;;;;;
135;https://inversionesrpz.com/159/arroz-mary-premium-1kg.jpg;Arroz Mary Premium 1Kg;;Inicio;11.490.000;13.33;5000;0;;AV0036;;;;;;;
134;https://inversionesrpz.com/158/arroz-mary-superior-1kg.jpg;Arroz Mary Superior 1Kg;;Inicio;9.990.000;11.59;5000;0;;AV0037;;;;;;;
133;https://inversionesrpz.com/157/avena-en-hojuelas-quaker-200gr.jpg;Avena En Hojuelas QUAKER 200gr;;Inicio;9.990.000;11.59;5000;0;;AC0013;;;;;;;
132;https://inversionesrpz.com/156/avena-en-hojuelas-pantera-800gr.jpg;Avena En Hojuelas Pantera 800gr;;Inicio;18.480.000;21.44;5000;0;;AC0014;;;;;;;
131;https://inversionesrpz.com/155/avena-en-hojuelas-pantera-400gr.jpg;Avena En Hojuelas Pantera 400gr;;Inicio;10.990.000;12.75;5000;0;;AC0015;;;;;;;
130;https://inversionesrpz.com/154/avena-en-hojuelas-don-pancho-400gr.jpg;Avena En Hojuelas Don Pancho 400gr;;Inicio;14.980.000;17.38;5000;0;;AC0016;;;;;;;
129;https://inversionesrpz.com/153/aceitunas-enteras-verdes-casa-de-fruta-240gr.jpg;Aceitunas Enteras Verdes Casa De Fruta 240gr;;Inicio;0.000000;0;5000;0;;AV0038;;;;;;;
128;https://inversionesrpz.com/152/aceitunas-casa-de-fruta-rellenas-180gr.jpg;Aceitunas Casa De Fruta Rellenas 180gr;;Inicio;0.000000;0;5000;0;;AV0039;;;;;;;
127;https://inversionesrpz.com/151/aceite-vatel-soya-500ml.jpg;Aceite Vatel Soya 500ml;;Inicio;0.000000;0;5000;0;;AV0040;;;;;;;
126;https://inversionesrpz.com/150/aceite-vatel-soya-1l.jpg;Aceite Vatel Soya 1L;;Inicio;29.970.000;34.77;5000;0;;AV0041;;;;;;;
124;https://inversionesrpz.com/149/aceite-corcovado-900ml.jpg;Aceite Corcovado 900ml;;Inicio;22.470.000;26.07;5000;0;;AV0042;;;;;;;
123;https://inversionesrpz.com/148/aceite-coamo-de-soya-900ml.jpg;Aceite Coamo de Soya 900ml;;Inicio;24.370.000;28.27;5000;0;;AV0043;;;;;;;
122;https://inversionesrpz.com/147/aceite-de-maiz-mazeite-1l.jpg;Aceite de Maíz  MAZEITE 1L;;Inicio;49.940.000;57.93;5000;0;;AV0044;;;;;;;
121;https://inversionesrpz.com/146/harina-de-trigo-ronco-leudante-1kg.jpg;Harina de Trigo Ronco Leudante 1Kg;;Inicio;17.480.000;20.28;5000;0;;AV0045;;;;;;;
120;https://inversionesrpz.com/145/harina-de-trigo-ronco-todo-uso-1kg.jpg;Harina de Trigo Ronco Todo Uso 1Kg;;Inicio;15.980.000;18.54;5000;0;;AV0046;;;;;;;
119;https://inversionesrpz.com/144/harina-de-trigo-dona-maria-1kg.jpg;Harina de Trigo Doña María 1Kg;;Inicio;14.480.000;16.8;5000;0;;AV0047;;;;;;;
118;https://inversionesrpz.com/143/harina-de-trigo-dulce-mar-todo-uso-1kg.jpg;Harina de Trigo Dulce Mar Todo Uso 1Kg;;Inicio;14.480.000;16.8;5000;0;;AV0048;;;;;;;
117;https://inversionesrpz.com/142/harina-de-trigo-dulce-mar-leudante-1kg.jpg;Harina de Trigo Dulce Mar Leudante 1Kg;;Inicio;14.480.000;16.8;5000;0;;AV0049;;;;;;;
116;https://inversionesrpz.com/141/harina-de-maiz-blanca-kaly-1kg.jpg;Harina de Maíz Blanca Kaly 1Kg;;Inicio;11.990.000;13.91;5000;0;;AV0050;;;;;;;
115;https://inversionesrpz.com/140/harina-de-maiz-blanca-juana-1kg.jpg;Harina de Maíz Blanca Juana 1Kg;;Inicio;11.000.000;12.76;5000;0;;AV0051;;;;;;;
114;https://inversionesrpz.com/138/harina-pan-blanca-1k.jpg;Harina PAN de Maíz Blanca 1kg;;Inicio;13.480.000;15.64;5000;0;;AV0052;;;;;;;
109;https://inversionesrpz.com/137/combo-quincenal.jpg;Combo Quincenal;;Inicio;250.000.000;29.58;5000;0;;C00001;;;;;;;
107;https://inversionesrpz.com/135/bulto-de-harina-de-maiz-pan-amarilla-1-kg.jpg;Bulto de Harina de maíz Pan amarilla 1 Kg;;Productos al Mayor;220.000.000;220;5000;0;;AV0053;;;;;;;
106;https://inversionesrpz.com/107/crama-dental-colgate-plax.jpg;Crama dental Colgate Plax;;Higiene;16.480.000;16.48;5000;0;;H00001;;;;;;;
105;https://inversionesrpz.com/108/jabon-lux.jpg;Jabon Lux;;Higiene;10.000.000;10;5000;0;;H00002;;;;;;;
104;https://inversionesrpz.com/109/desodorante-lady-speed-stick.jpg;Desodorante Lady Speed Stick;;Higiene;13.000.000;13;5000;0;;H00003;;;;;;;
103;https://inversionesrpz.com/110/papel-higienico-lucianos.jpg;Papel Higienico Lucianos;;Higiene;8.490.000;8.49;5000;0;;H00004;;;;;;;
102;https://inversionesrpz.com/133/afeitadora-maturbe.jpg;Afeitadora Maturbe;;Higiene;10.000.000;10;5000;0;;H00005;;;;;;;
101;https://inversionesrpz.com/111/toallas-sanitarias-alive.jpg;Toallas Sanitarias Alive;;Higiene;9.000.000;9;5000;0;;H00006;;;;;;;
100;https://inversionesrpz.com/112/jabon-azul-panela-las-llaves.jpg;Jabon Azul Panela Las Llaves;;Higiene;11.000.000;11;5000;0;;H00007;;;;;;;
99;https://inversionesrpz.com/113/cloro-kris-38-lts.jpg;Cloro Kris 3.8 Lts.;;Higiene;14.000.000;14;5000;0;;H00008;;;;;;;
98;https://inversionesrpz.com/114/cloro-kris-1-lts.jpg;Cloro Kris 1 Lts.;;Higiene;12.990.000;12.99;5000;0;;H00009;;;;;;;
97;https://inversionesrpz.com/115/lavaplatos-kris.jpg;Lavaplatos Kris;;Higiene;10.000.000;10;5000;0;;H00010;;;;;;;
96;https://inversionesrpz.com/116/jabon-en-polvo-ace-1-kg.jpg;Jabón en polvo ACE 1 Kg.;;Higiene;10.000.000;10;5000;0;;H00011;;;;;;;
95;https://inversionesrpz.com/95/gatorade.jpg;Gatorade;;Bebidas;9.000.000;9;5000;0;;;;;;;;;
94;https://inversionesrpz.com/94/glup-cola-2-lts.jpg;Glup Cola 2 Lts.;;Bebidas;14.000.000;14;5000;0;;;;;;;;;
93;https://inversionesrpz.com/93/glup-cola-1-lts.jpg;Glup Cola 1 Lts.;;Bebidas;14.000.000;14;5000;0;;;;;;;;;
92;https://inversionesrpz.com/92/pepsi-1-lts.jpg;Pepsi 1 Lts.;;Bebidas;13.000.000;13;5000;0;;;;;;;;;
91;https://inversionesrpz.com/117/pepsi-15-lts.jpg;Pepsi 1,5 Lts.;;Bebidas;10.000.000;10;5000;0;;;;;;;;;
90;https://inversionesrpz.com/90/pepsi-2-lts.jpg;Pepsi 2 Lts.;;Bebidas;13.000.000;13;5000;0;;;;;;;;;
89;https://inversionesrpz.com/89/coca-cola-1-lts.jpg;Coca Cola 1 Lts.;;Bebidas;11.000.000;11;5000;0;;;;;;;;;
88;https://inversionesrpz.com/88/coca-cola-15-lts.jpg;Coca Cola 1,5 Lts.;;Bebidas;15.000.000;15;5000;0;;;;;;;;;
87;https://inversionesrpz.com/87/coca-cola-2-lts.jpg;Coca Cola 2 Lts.;;Bebidas;12.000.000;12;5000;0;;;;;;;;;
86;https://inversionesrpz.com/86/solomo-de-res.jpg;Solomo de res;;Proteínas;10.000.000;10;5000;0;;P000001;;;;;;;
85;https://inversionesrpz.com/85/lomito-de-res.jpg;Lomito de res;;Proteínas;14.000.000;14;5000;0;;P000002;;;;;;;
84;https://inversionesrpz.com/84/costilla-de-res.jpg;Costilla de res;;Proteínas;10.000.000;10;5000;0;;P000003;;;;;;;
83;https://inversionesrpz.com/83/punta-trasera.jpg;Punta trasera;;Proteínas;11.000.000;11;5000;0;;P000004;;;;;;;
82;https://inversionesrpz.com/82/picadillo-de-pollo.jpg;Picadillo de Pollo 1kg;;Inicio;13.000.000;13;5000;0;;P000005;;;;;;;
81;https://inversionesrpz.com/81/pechuga-de-pollo-con-hueso.jpg;Pechuga de Pollo con Hueso 1kg;;Inicio;9.000.000;9;5000;0;;P000006;;;;;;;
80;https://inversionesrpz.com/80/patas-de-pollo.jpg;Patas de Pollo 1kg;;Inicio;10.000.000;10;5000;0;;P000007;;;;;;;
79;https://inversionesrpz.com/79/muslo-de-pollo.jpg;Muslo de Pollo  1kg;;Inicio;14.000.000;14;5000;0;;P000008;;;;;;;
78;https://inversionesrpz.com/78/pollo-molleja.jpg;Molleja de Pollo 1kg;;Inicio;11.000.000;11;5000;0;;P000009;;;;;;;
77;https://inversionesrpz.com/77/pollo-milanesa.jpg;Pollo Milanesa 1kg;;Inicio;10.000.000;10;5000;0;;P000010;;;;;;;
76;https://inversionesrpz.com/76/higado-de-pollo.jpg;Higado de Pollo 1kg;;Inicio;15.000.000;15;5000;0;;P000011;;;;;;;
75;https://inversionesrpz.com/75/pollo-entero.jpg;Pollo entero;;Proteínas;10.000.000;10;5000;0;;P000012;;;;;;;
74;https://inversionesrpz.com/74/pollo-churrasco.jpg;Pollo churrasco;;Proteínas;12.000.000;12;5000;0;;P000013;;;;;;;
73;https://inversionesrpz.com/73/pollo-carapacho.jpg;Pollo carapacho;;Proteínas;11.000.000;11;5000;0;;P000014;;;;;;;
72;https://inversionesrpz.com/72/lagarto-sin-hueso.jpg;Lagarto sin hueso;;Proteínas;9.000.000;9;5000;0;;P000015;;;;;;;
71;https://inversionesrpz.com/71/lagarto-con-hueso.jpg;Lagarto con hueso;;Proteínas;14.000.000;14;5000;0;;P000016;;;;;;;
70;https://inversionesrpz.com/70/hueso-rojo.jpg;Hueso rojo;;Proteínas;14.000.000;14;5000;0;;P000017;;;;;;;
69;https://inversionesrpz.com/69/pernil.jpg;Pernil;;Proteínas;10.000.000;10;5000;0;;P000018;;;;;;;
68;https://inversionesrpz.com/68/patas-de-cochino.jpg;Patas de cochino;;Proteínas;10.000.000;10;5000;0;;P000019;;;;;;;
67;https://inversionesrpz.com/67/cochino-costilla.jpg;Cochino costilla;;Proteínas;9.000.000;9;5000;0;;P000020;;;;;;;
66;https://inversionesrpz.com/66/chuleton.jpg;Chuleton;;Proteínas;15.000.000;15;5000;0;;P000021;;;;;;;
65;https://inversionesrpz.com/65/chuleta-de-cochino.jpg;Chuleta de cochino;;Proteínas;13.000.000;13;5000;0;;P000022;;;;;;;
64;https://inversionesrpz.com/64/chuleta-de-res.jpg;Chuleta de res;;Proteínas;10.000.000;10;5000;0;;P000023;;;;;;;
63;https://inversionesrpz.com/63/chuleta-ahumada-de-cochino.jpg;Chuleta ahumada de cochino;;Proteínas;14.000.000;14;5000;0;;P000024;;;;;;;
62;https://inversionesrpz.com/62/carne-para-desmechar-de-primera.jpg;Carne para desmechar de primera;;Proteínas;14.000.000;14;5000;0;;P000025;;;;;;;
61;https://inversionesrpz.com/118/carne-molida-de-primera.jpg;Carne molida de primera;;Proteínas;11.000.000;11;5000;0;;P000026;;;;;;;
60;https://inversionesrpz.com/60/carne-para-guisar-de-primera.jpg;Carne para guisar de primera;;Proteínas;13.000.000;13;5000;0;;P000027;;;;;;;
59;https://inversionesrpz.com/59/carne-para-bistek-de-primera.jpg;Carne para bistek de primera;;Proteínas;13.000.000;13;5000;0;;P000028;;;;;;;
58;https://inversionesrpz.com/119/salsa-ketchup-presentacion-de-198g.jpg;Salsa ketchup Pampero 198g;;Víveres;12.000.000;12;5000;0;;AS0008;;;;;;;
57;https://inversionesrpz.com/121/salsa-ketchup-presentacion-de-397g.jpg;Salsa ketchup Pampero 397g;;Víveres;14.000.000;14;5000;0;;AS0009;;;;;;;
56;https://inversionesrpz.com/56/salsa-ketchup-presentacion-de-397g.jpg;Salsa ketchup Heinz de 397g;;Víveres;10.000.000;10;5000;0;;AS0010;;;;;;;
55;https://inversionesrpz.com/55/sal-refinada-presentacion-1kgg.jpg;Sal refinada, presentacion 1Kg.g.;;Víveres;9.000.000;9;5000;0;;AV0054;;;;;;;
54;https://inversionesrpz.com/54/sal-refinada-presentacion-1kgg.jpg;Sal refinada, presentacion 1Kg.g.;;Víveres;15.000.000;15;5000;0;;AV0055;;;;;;;
